Date,PMID,Title,Abstract,PoI Re,DoI Rel,Is Systematic,Study Type,Study Outcome,PoI List,DoI List,Score
2023-11-29,37695084,Improved Reverse Postauricular Island Flap for Repair of Lower Conjunctival Fornix Retraction.,"Repair of lower conjunctival fornix retraction is a great challenge for plastic surgeons in the aspects of orbital prosthesis retaining and cosmetic appearance. Hereby, a 25-year-old woman, suffering from lower conjunctival fornix retraction after the removal of retinoblastoma and radiotherapy, was undertaking the treatment with an improved reverse postauricular island flap for expansion of the lower conjunctival fornix, and volume augmentation of the anophthalmic socket in one stage. The flap was based on the parietal branch of the superficial temporal artery and its vascular architecture to the postauricular vascular system, and successfully transferred by passing through a subcutaneous tunnel. The satisfactory result indicated that the mentioned technique may be a good option in surgical rehabilitation of the stable depth of the lower conjunctival fornix, not only from the reliable blood supply and the suitable thickness of the flap but also from the less donor morbidity without an exposed unsightly scar.Level V.",no,yes,no,other,effectiveness,,retinopathy,3
2023-11-29,37742895,"An antioxidative, green and safe nanofibers-based film containing pullulan, sodium hyaluronate and Ganoderma lucidum fermentation for enhanced skincare.","Dry masks made of natural active ingredients that are packaged in sustainable paper and free of irritating additives (e.g. preservatives, stabilizers) are a trend in the concept of healthy skincare, which possess the advantages of portability, safety and environmental friendliness. The bioactive ingredients obtained from natural plant fermentation are gradually becoming an important alternative additive for facial skincare. Herein, a novel dry facial healthcare mask was fabricated by electrospinning incorporating natural ingredients including pullulan (Pu), sodium hyaluronate (SH), and Ganoderma lucidum fermentation (GLF). The morphology, dissolving capacity, bioactivity, and safety of the obtained masks were investigated in vitro, and their antioxidation and moisturizing activities were verified at the cellular level. The results indicated that the fibrillary films based on pullulan could be dissolved in water within 20 s with good water retention capacity and film with high concentration of GLF (Pu/SH/GLF-3) could scavenge 79 % of DPPH. The films had good ability to resist microbial contamination and non-eye irritation via observing colony growth for 12 months after ultraviolet sterilization and the ocular irritation test of chicken chorioallantoic membrane. Meanwhile, cell experiments further confirmed that they did not exhibit cytotoxicity and could increase the expression of proteins related to moisturizing and antioxidation. The fascinating films have promising application prospects in cosmetic masks. This work may enrich the use of natural materials in skincare products and provide a green development direction for the light chemical industry.",no,yes,no,in vitro,"effectiveness, safety",,dry eye,3
2023-11-29,37934489,Platinum Nanozymes Counteract Photoreceptor Degeneration and Retina Inflammation in a Light-Damage Model of Age-Related Macular Degeneration.,"Degeneration of photoreceptors in age-related macular degeneration (AMD) is associated with oxidative stress due to the intense aerobic metabolism of rods and cones that if not properly counterbalanced by endogenous antioxidant mechanisms can precipitate photoreceptor degeneration. In spite of being a priority eye disease for its high incidence in the elderly, no effective treatments for AMD exist. While systemic administration of antioxidants has been unsuccessful in slowing down degeneration, locally administered rare-earth nanoparticles were shown to be effective in preventing retinal photo-oxidative damage. However, because of inherent problems of dispersion in biological media, limited antioxidant power, and short lifetimes, these NPs are still confined to the preclinical stage. Here we propose platinum nanoparticles (PtNPs), potent antioxidant nanozymes, as a therapeutic tool for AMD. PtNPs exhibit high catalytic activity at minimal concentrations and protect primary neurons against oxidative insults and the ensuing apoptosis. We tested the efficacy of intravitreally injected PtNPs in preventing or mitigating light damage produced in dark-reared albino Sprague-Dawley rats by in vivo electroretinography (ERG) and ex vivo retina morphology and electrophysiology. We found that both preventive and postlesional treatments with PtNPs increased the amplitude of ERG responses to light stimuli. Ex vivo recordings demonstrated the selective preservation of ON retinal ganglion cell responses to light stimulation in lesioned retinas treated with PtNPs. PtNPs administered after light damage significantly preserved the number of photoreceptors and inhibited the inflammatory response to degeneration, while the preventive treatment had a milder effect. The data indicate that PtNPs can effectively break the vicious cycle linking oxidative stress, degeneration, and inflammation by exerting antioxidant and anti-inflammatory actions. The increased photoreceptor survival and visual performances in degenerated retinas, together with their high biocompatibility, make PtNPs a potential strategy to cure AMD.",no,yes,no,animal,"effectiveness, safety",,retinal disease,3
2023-11-29,37939210,MicroRNA-200 Loaded Lipid Nanoparticles Promote Intestinal Epithelium Regeneration in Canonical MicroRNA-Deficient Mice.,"Intestinal epithelium undergoes regeneration after injuries, and the disruption of this process can lead to inflammatory bowel disease and tumorigenesis. Intestinal stem cells (ISCs) residing in the crypts are crucial for maintaining the intestinal epithelium's homeostasis and promoting regeneration upon injury. However, the precise role of DGCR8, a critical component in microRNA (miRNA) biogenesis, in intestinal regeneration remains poorly understood. In this study, we provide compelling evidence demonstrating the indispensable role of epithelial miRNAs in the regeneration of the intestine in mice subjected to 5-FU or irradiation-induced injury. Through a comprehensive pooled screen of miRNA function in Dgcr8-deficient organoids, we observe that the loss of the miR-200 family leads to the hyperactivation of the p53 pathway, thereby reducing ISCs and impairing epithelial regeneration. Notably, downregulation of the miR-200 family and hyperactivation of the p53 pathway are verified in colonic tissues from patients with active ulcerative colitis (UC). Most importantly, the transient supply of miR-200 through the oral delivery of lipid nanoparticles (LNPs) carrying miR-200 restores ISCs and promotes intestinal regeneration in mice following acute injury. Our study implies the miR-200/p53 pathway as a promising therapeutic target for active UC patients with diminished levels of the miR-200 family. Furthermore, our findings suggest that the clinical application of LNP-miRNAs could enhance the efficacy, safety, and acceptability of existing therapeutic modalities for intestinal diseases.",no,yes,no,animal,"effectiveness, safety, biomarker",,ulcerative colitis,3
2023-11-29,37939611,Herba Patriniae and its component Isovitexin show anti-colorectal cancer effects by inducing apoptosis and cell-cycle arrest via p53 activation.,"Colorectal cancer (CRC) is the most prevalent cancer of the digestive tract. Herba Patriniae (also known as Bai Jiang Cao, HP) have been widely used to manage diarrhea, ulcerative colitis, and several cancers, including CRC. Nonetheless, the molecular mechanisms underlying the pharmacological action of HP on CRC remain unclear. This study investigated the underlying mechanisms of HP against CRC using network pharmacology analysis and in vitro and in vivo experiments. The results revealed nine bioactive compounds of HP. Furthermore, 3460 CRC-related targets of the identified active compounds were predicted from the Gene Expression Omnibus (GEO) database. Furthermore, 65 common targets were identified through the intersection of two related targets. Moreover, ten hub genes, including CDK4, CDK2, CDK1, CCND1, CCNB1, CCNA2, MYC, E2F1, CHEK1, and CDKN1A were identified through the topological analysis. Meanwhile, the GO and KEGG pathway analysis revealed that the core target genes were majorly enriched in the p53 and HIF-1 signaling pathways. Moreover, HP promoted apoptosis and suppressed cell proliferation by activating the p53 signaling pathway in a dose-dependent manner, while a similar effect was observed for Isovitexin (the primary component of HP). Overall, this study provides valuable insights into the underlying mechanisms of HP and its component Isovitexin against CRC, providing a theoretical foundation for additional experimental verification of its clinical application.",no,yes,no,other,effectiveness,,ulcerative colitis,3
2023-11-29,37986372,Endogenous endophthalmitis caused by urinary tract infection: A case report.,"Endogenous endophthalmitis is a vision-threatening intraocular infection caused by hematogenous spread of infectious organisms from distant sites.A 71-year-old man with a history of fever and dysuria 5 days prior to presentation presented with sudden loss of vision in his left eye. The patient had no history of ocular surgery or trauma, and ocular examination revealed a large amount of exudative plaque covering the pupil. Therefore, fundus examination was not feasible. B-scan ultrasonography revealed a dome-shaped subretinal mass with an exudative retinal detachment.Endogenous endophthalmitis was diagnosed on the basis of these findings.The patient underwent pars plana vitrectomy and the early postoperative course was favorable.Vitreous cultures grew gram-negative bacilli, identified as Klebsiella pneumonia. Urinalysis revealed white blood cells (++) and urinary tract infection was the only identifiable risk factor for endogenous endophthalmitis.Urinary tract infection is an independent risk factor for endogenous endophthalmitis.",no,yes,no,other,safety,,retinal disease,3
2023-11-29,37990307,Ocular involvement in pediatric Behçet's disease: is it different than in adults? (a short case series and mini review).,"Pediatric Behçet's disease (PBD) is rarer than BD and can be a challenging diagnosis as clinical picture may be incomplete. As in adult patients, sight-threatening ocular manifestations may lead to diagnosis. In this study, we aimed to report a series of cases of PBD with ocular manifestations and provide a review of the literature.Retrospective case series of PBD patients with ocular manifestations. Demographic, ophthalmological and systemic data at presentation and during follow-up were collected and analyzed.Four patients, aged 13.0 ± 2.9 years (9-16) were included. Posterior uveitis with retinal vasculitis, papillitis and macular edema was present in all patients, with associated anterior uveitis in 2 cases. Other features included occlusive vasculitis (2/4) and necrotizing retinitis (2/4). All patients were improved by systemic treatments except one patient with severe bilateral optic neuropathy. Ocular manifestations were the presenting symptoms in 3/4 cases.Ocular manifestations and systemic associations of PBD are comparable to those encountered in adult patients. The lack of complains in pediatric patients may lead to a longer diagnosis delay, especially in unilateral uveitis. Aggressive and long-term treatment is mandatory to prevent vision loss and recurrences.",no,yes,no,other,effectiveness,,retinal disease,3
2023-11-29,38007487,Protective role of IL-17-producing γδ T cells in a laser-induced choroidal neovascularization mouse model.,"Vision loss in patients with wet/exudative age-related macular degeneration (AMD) is associated with choroidal neovascularization (CNV), and AMD is the leading cause of irreversible vision impairment in older adults. Interleukin-17A (IL-17A) is a component of the microenvironment associated with some autoimmune diseases. Previous studies have indicated that wet AMD patients have elevated serum IL-17A levels. However, the effect of IL-17A on AMD progression needs to be better understood. We aimed to investigate the role of IL-17A in a laser-induced CNV mouse model.We established a laser-induced CNV mouse model in wild-type (WT) and IL-17A-deficient mice and then evaluated the disease severity of these mice by using fluorescence angiography. We performed enzyme-linked immunosorbent assay (ELISA) and fluorescence-activated cell sorting (FACS) to analyze the levels of IL-17A and to investigate the immune cell populations in the eyes of WT and IL-17A-deficient mice. We used ARPE-19 cells to clarify the effect of IL-17A under oxidative stress.In the laser-induced CNV model, the CNV lesions were larger in IL-17A-deficient mice than in WT mice. The numbers of γδ T cells, CD3+CD4+RORγt+ T cells, Treg cells, and neutrophils were decreased and the number of macrophages was increased in the eyes of IL-17A-deficient mice compared with WT mice. In WT mice, IL-17A-producing γδ T-cell numbers increased in a time-dependent manner from day 7 to 28 after laser injury. IL-6 levels increased and IL-10, IL-24, IL-17F, and GM-CSF levels decreased in the eyes of IL-17A-deficient mice after laser injury. In vitro, IL-17A inhibited apoptosis and induced the expression of the antioxidant protein HO-1 in ARPE-19 cells under oxidative stress conditions. IL-17A facilitated the repair of oxidative stress-induced barrier dysfunction in ARPE-19 cells.Our findings provide new insight into the protective effect of IL-17A in a laser-induced CNV model and reveal a novel regulatory role of IL-17A-producing γδ T cells in the ocular microenvironment in wet AMD.",no,yes,no,animal,"effectiveness, biomarker",,retinal disease,3
2023-11-29,38012786,Application of patient-derived induced pluripotent stem cells and organoids in inherited retinal diseases.,"Inherited retinal diseases (IRDs) can induce severe sight-threatening retinal degeneration and impose a considerable economic burden on patients and society, making efforts to cure blindness imperative. Transgenic animals mimicking human genetic diseases have long been used as a primary research tool to decipher the underlying pathogenesis, but there are still some obvious limitations. As an alternative strategy, patient-derived induced pluripotent stem cells (iPSCs), particularly three-dimensional (3D) organoid technology, are considered a promising platform for modeling different forms of IRDs, including retinitis pigmentosa, Leber congenital amaurosis, X-linked recessive retinoschisis, Batten disease, achromatopsia, and best vitelliform macular dystrophy. Here, this paper focuses on the status of patient-derived iPSCs and organoids in IRDs in recent years concerning disease modeling and therapeutic exploration, along with potential challenges for translating laboratory research to clinical application. Finally, the importance of human iPSCs and organoids in combination with emerging technologies such as multi-omics integration analysis, 3D bioprinting, or microfluidic chip platform are highlighted. Patient-derived retinal organoids may be a preferred choice for more accurately uncovering the mechanisms of human retinal diseases and will contribute to clinical practice.",no,yes,no,in vitro,"effectiveness, biomarker",,retinal disease,3
2023-11-29,38013284,Network pharmacology identifies the inhibitory effect of Yiqiyangyinquyu prescription on salivary gland inflammation in Sjögren's syndrome.,"This study aimed to explore the mode of action of Yiqiyangyinquyu prescription (YP) against Sjögren's syndrome (SS) by combining network pharmacology with molecular docking techniques. YP's active components and target proteins were identified using the BATMAN-traditional Chinese medicine database. Concurrently, targets associated with SS were extracted from databases, including Genecards, Online Mendelian Inheritance in Man, and Therapeutic Target Database. The standard targets were then imported into the STRING database to construct a protein-protein interaction network. We then conducted gene ontology and Kyoto encyclopedia of genes and genomes enrichment analyses, which were succeeded by molecular docking studies to validate core active components and key targets. Finally, in vitro experiments and molecular dynamics simulation were conducted to substantiate the therapeutic efficacy of YP in treating SS. A total of 206 intersection targets and 46 active compounds were identified. Gene ontology analysis unveiled that YP targets were primarily enriched in cellular responses to chemical stress, inflammation, and cell proliferation. Key enriched signaling pathways encompassed the interleukin 17, hypoxia-inducible factor-1, tumor necrosis factor (TNF-α), and advanced glycation end products-receptor for AGEs (AGE-RAGE) signaling pathways. Molecular docking results demonstrated high-affinity between neotanshinone C, tanshiquinone B, miltionone I, TNF-α, interleukin 1 beta (IL-1β), and interleukin 6 (IL-6). Noteworthy, TNF-α, considered the most important gene in YP against SS, binds to YP most stably, which was further validated by molecular dynamics simulation. In vitro experiments confirmed YP's capacity to reduce TNF-α, IL-1β, and IL-6 expression, effectively alleviating SS-related inflammation. YP demonstrated a significant anti-inflammatory effect by suppressing inflammatory cytokines (TNF-α, IL-6, and IL-1β), providing experimental evidence for its clinical application in treating SS.",no,yes,no,in vitro,effectiveness,,Sjögren's syndrome,3
2023-11-29,38013291,Restoration of vision in Kniest dysplasia patient characterized by retinal detachment with dialysis of the ora serrata: A case report.,"Congenital eye diseases have a significant impact on children and young adults. Retinal detachment associated with Kniest dysplasia represents the most severe ocular complication, which is challenging to diagnose and treat effectively. Genetic testing has emerged as an invaluable tool for diagnosing hereditary diseases.A 23-year-old male presented to our Ophthalmology Clinic with retinal detachment involving dialysis of the ora serrata in his left eye. High-throughput exon sequencing enabled a definitive diagnosis of Kniest dysplasia resulting from a mutation in the COL2A1 gene. The patient subsequently underwent pars plana vitrectomy with silicone oil injection to reattach the retina. This surgical intervention successfully reattached the retina and restored vision to 20/25 in the affected eye.Retinal detachment represents the most serious ocular complication associated with Kniest dysplasia. To prevent permanent blindness, early diagnosis through genetic testing and regular ophthalmological examinations are imperative. Advances in genetic screening have improved the management of retinal detachment risk in Kniest dysplasia patients.",no,yes,no,other,effectiveness,,retinal disease,3
2023-11-29,38013402,Bilateral Retinal Vasculitis as Initial Presentation of Systemic Lupus Erythematosus with Secondary Antiphospholipid Syndrome.,"BACKGROUND Systemic lupus erythematosus (SLE) is a multisystem autoimmune disease of undefined etiology with a relapsing and remitting course. Lupus retinopathy is reported in around 10% of patients with SLE; however, it is rarely the initial presenting feature of the disease. We report a unique case of bilateral retinal vasculitis as the initial presentation of SLE with secondary antiphospholipid syndrome (APS). CASE REPORT A 34-year-old man, previously healthy, presented to the eye clinic for the first time with painless reduced vision for 3 weeks. A review of systems revealed generalized fatigue, myalgia, arthralgias, and weight loss of around 10 kg in the last 3 months. On ophthalmic examination, his visual acuity was reduced bilaterally, more in the right eye. A fundus exam revealed bilateral diffuse multiple cotton-wool spots, dot and blot hemorrhage covering the posterior pole, and venous congestion and beading. In addition, there was cystoid macular edema (CME) in the fovea of both eyes, and fundus fluorescein angiography (FFA) showed bilateral areas of peripheral and macular hypo-fluorescence, multiple hyper-fluorescent knob-like aneurysmal dilatations, and vascular leaking and staining. He was diagnosed with SLE by the rheumatology team based on the clinical presentations and laboratory investigations. The patient was managed with intravenous methylprednisolone and discharged on oral prednisone with a tapering regimen. Eighteen months after, he reported significant improvement in his vision with regular follow-ups. CONCLUSIONS Ocular manifestations can be the initial presentation of SLE and can lead to serious ocular complications. Early diagnosis and proper management are essential and require cooperation between rheumatologists and ophthalmologists.",no,yes,no,other,"effectiveness, safety",,retinopathy,3
2023-11-29,38014839,N6-methyladenosine modification of TSC1 mRNA contributes to macrophage polarization regulated by Coptisine in DSS-induced ulcerative colitis.,"Ulcerative colitis (UC) is a global refractory disease characterized by recurrent episodes. Coptisine (COP) is an isoquinoline alkaloid derived from Coptis chinensis, which has strong anti-inflammatory activity. Macrophages are key cells mediating inflammation. It is reported that N6-methyladenosine (m6A) RNA methylation regulates the polarization of macrophages and affects the development of inflammation. COP exerts an exact inhibitory effect on macrophages inflammation, while the specific mechanism remains unclear. The current study is designed to conduct a further investigation into the protective mechanism of COP against dextran sulfate sodium (DSS) -induced UC in mice.Using a DSS-induced UC model, we evaluated the pharmacodynamic effect of COP on UC mice, and verified the regulatory mechanism of COP on macrophage polarization in vivo and in vitro. The methylation level of m6A was detected by methylated RNA immunoprecipitation sequence (MeRIP) -qPCR, and the expression level of Methyltransferase Like (METTL)14 was determined by western blotting. Then METTL14 was knocked down in macrophages, and its effects on Tuberous sclerosis complex (TSC1) mRNA and m6A methylation regulation were observed.COP improved the symptoms, alleviated tissue damage and reduced inflammation levels in DSS-induced UC mice. COP increased TSC1 expression, inhibited the Mitogen-activated protein kinase (MEK) / Extracellular regulated protein kinases (ERK) signaling pathway, and thus inhibited macrophage M1 polarization, whereas COP increased CCAAT Enhancer Binding Protein beta (c/EBPβ) expression, and thus promoted macrophage M2 polarization. COP also significantly increased the expression of METTL14, which enhanced m6A methylation and ultimately improved the stability of TSC1 mRNA.COP was effective in treating UC and could regulate the polarization of macrophages. The possible mechanisms might be related to m6A modification-mediated TSC1.",no,yes,no,animal,"effectiveness, biomarker",,ulcerative colitis,3
2023-11-29,38015174,GSK840 Alleviates Retinal Neuronal Injury by Inhibiting RIPK3/MLKL-Mediated RGC Necroptosis After Ischemia/Reperfusion.,"This study aimed to explore the impact of GSK840 on retinal neuronal injury after retinal ischemia/reperfusion (IR) and its associated mechanism.We established an in vivo mouse model of IR and an in vitro model of oxygen and glucose deprivation/reoxygenation (OGDR) in primary mouse retinal ganglion cells (RGCs). GSK840, a small-molecule compound, was used to specifically inhibit RIPK3/MLKL-dependent necroptosis. Retinal structure and function evaluation was performed by using hematoxylin and eosin staining, optical coherence tomography, and electroretinography. Propidium Iodide (PI) staining was used for detection of necroptotic cell death, whereas Western blot analysis and immunofluorescence were used to assess necroptosis-related proteins and inner retinal neurons.RIPK3/MLKL-dependent necroptosis was rapidly activated in RGCs following retinal IR or OGDR. GSK840 helped maintain relatively normal inner retinal structure and thickness by preserving inner retinal neurons, particularly RGCs. Meanwhile, GSK840 ameliorated IR-induced visual dysfunction, as evidenced by the improved amplitudes of photopic negative response, a-wave, b-wave, and oscillatory potentials. And GSK840 treatment significantly reduced the population of PI+ RGCs after injury. Mechanistically, GSK840 ameliorated RGC necroptosis by inhibiting the RIPK3/MLKL pathway.GSK840 exerts protective effects against retinal neuronal injury after IR by inhibiting RIPK3/MLKL-mediated RGC necroptosis. GSK840 may represent a protective strategy for RGC degeneration in ischemic retinopathy.",no,yes,no,animal,"effectiveness, safety",,retinopathy,3
2023-11-29,38015514,Effect of IP-10/CXCR3 signaling pathway on rats with diabetic retinopathy.,"This study aimed to investigate the effect of the interferon-inducible protein-10 (IP-10)/C-X-C motif chemokine receptor 3 (CXCR3) signaling pathway on rats with diabetic retinopathy. A total of 21 Sprague-Dawley rats were selected as the objects and divided into control (n=7), model (n=7) and inhibitor (n=7) groups. The rats in control group did not receive any treatment. The diabetic retinopathy model was established using streptozotocin and vascular endothelial growth factor in model group, while the rats in inhibitor group were treated with AMG 487, an inhibitor of the IP-10/CXCR3 signaling pathway, based on the treatment in model group. The changes in gene expression patterns in rats with diabetic retinopathy were screened by sequencing. After the differential genes were determined, the pathways mainly related to the complication were obtained via enrichment analysis. The expression of the IP-10/CXCR3 signaling pathway, the apoptotic cells and the expression of inflammatory molecules (IL-6, IL-12, TNF-α and IL-1β) in each group of rats were detected. It was shown in volcano plot that there were some differentially expressed genes (fold change >1.2, P<0.01) in retinal tissues of rats in control and model groups. Meanwhile, the heatmap displayed that there were great differences in the gene expression patterns between control and model groups, and the gene expressions of IP-10 and CXCR3 in model group were higher than those in control group (P<0.05). The differential genes in control and model groupwere enriched in such processes as the cAMP metabolic regulatory pathway, chemotaxis of immunocytes, proliferation of endothelial cells, response of cytokine receptors, apoptosis, mTOR signaling pathway and TGF-β-related signaling pathway. The mRNA expressions of IP-10 and CXCR3 in model group were higher than those in control group (P<0.05), while they were notably lower in inhibitor group than those in model group (P<0.05). Besides, the protein levels of IP-10 and CXCR3 were identical to the mRNA levels. The apoptotic cells were increased markedly in model group compared with those in control group (P<0.05) and inhibitor group (P<0.05). Model group exhibited higher expression levels of IL-6, TNF-α and IL-1β in retinal tissues than control group (P<0.05), while inhibitor group had distinctly lower expression levels of IL-6, TNF-α and IL-1β in retinal tissues than model group (P<0.05). The IP-10/CXCR3 signaling pathway can affect rats with diabetic retinopathy.",no,yes,no,animal,"effectiveness, biomarker",,retinopathy,3
2023-11-30,37870436,Long Noncoding RNA MIAT Modulates Chronic Retinal Ischemia-Reperfusion Injury in Mice via the microRNA-203-3p/SNAI2 Axis.,"Retinal ischemia-reperfusion injury (RIRI) is a vital pathological process of multiple ocular diseases. This study aimed at investigating the effects of the MIAT/miR-203-3p/SNAI2 axis on RIRI. RIRI was produced by inducing an exceedingly high intraocular pressure (IOP) in mice. Mouse retinal ganglion cells (RGCs) were subjected to oxygen-glucose deprivation/reoxygenation (OGD/R) to mimic in vitro models. Relevant oligonucleotides or plasmids were transfected into OGD/R-induced RGCs in vitro or injected into RIRI mice models in vivo via a vitreous cavity. The findings of our paper indicated that MIAT and SNAI2 were highly expressed and miR-203-3p was lowly expressed in mouse RIRI tissues and OGD/R-induced RGCs. Interfering MIAT promoted the viability of OGD/R-induced RGCs, decreased apoptosis, and reduced oxidative stress in vitro. Silencing MIAT increased retinal neuronal cell numbers and decreased retinal neuronal cell apoptosis in mouse RIRI tissues in vivo. MIAT sponged miR-203-3p, and miR-203-3p targeted and inhibited SNAI2 expression. SNAI2 up-regulation or miR-203-3p down-regulation reversed the protective effects of MIAT down-regulation on RIRI in mice and OGD/R-induced RGCs. MIAT sponges miR-203-3p upregulated the expression of SNAI2, thereby promoting RIRI in mice. In summary, MIAT may be a therapeutic target for the treatment of chronic RIRI.",no,yes,no,animal,"effectiveness, biomarker",,retinal disease,3
2023-11-30,37890756,Topical Nerve Growth Factor (NGF) restores electrophysiological alterations in the Ins2,"People suffering from diabetes mellitus commonly have to face diabetic retinopathy (DR), an eye disease characterized by early retinal neurodegeneration and microvascular damage, progressively leading to sight loss. The Ins2Akita (Akita) diabetic mouse presents the characteristics of DR and experimental drugs can be tested on this model to check their efficacy before going to the clinic. Topical administration of Nerve Growth Factor (NGF) has been recently demonstrated to prevent DR in the Akita mouse, reverting the thinning of retinal layers and protecting the retinal ganglion cells (RGCs) from death. In this study, we characterize the effects of topical NGF on neuroretina function, quantified with the electroretinogram (ERG). In particular, we show that NGF can ameliorate RGC conduction in the retina of Akita mice, which correlates with a recovery of retinal nerve fiber plus ganglion cell layer (RNFL-GCL) structure. Overall, our preclinical results highlight that topical administration of NGF could be a promising therapeutic approach for DR, being capable of exerting a beneficial impact on retinal functionality.",no,yes,no,animal,effectiveness,,retinopathy,3
2023-11-30,37890757,Aberrant SUMO2/3 modification of RUNX1 upon SENP1 inhibition is linked to the development of diabetic retinopathy in mice.,"Our previous report established that RUNX family transcription factor 1 (RUNX1) promotes proliferation of mouse retinal microvascular endothelial cells (mRMECs) and exacerbates diabetic retinopathy (DR). However, the mechanism behind the upregulation of RUNX1 remains unclear. This study aims to investigate the possible correlation between histone SUMOylation and RUNX1 in DR, as well as the involved molecules. A mouse model of diabetes was induced by streptozotocin (STZ). These mice had increased retinal thickness and elevated production of inflammatory cytokines. Additionally, they showed elevated levels of SUMO1 and SUMO2/3, but reduced levels of SUMO specific peptidase 1 (SENP1) in retinal tissues. Co-immunoprecipitation and Western blot assays revealed that the RUNX1 protein was primarily modified by SUMO2/3, and SENP1 inhibited SUMO2/3 modification, thereby reducing RUNX1 expression. Overexpression of SENP1 alleviated symptoms in mice and alleviated inflammation. In vitro experiments demonstrated that the SENP1 overexpression suppressed the proliferation, migration, and angiogenesis of high-glucose-induced mRMECs. However, further overexpression of RUNX1 counteracted the alleviating effects of SENP1 both in vivo and in vitro. In conclusion, this study demonstrates that the downregulation of SENP1 in DR leads to SUMO2/3-dependent activation of RUNX1. This activation promotes proliferation of mRMECs and exacerbates DR symptoms in mice.",no,yes,no,animal,"effectiveness, biomarker",,retinopathy,3
2023-11-30,37898288,Canagliflozin ameliorates ulcerative colitis via regulation of TLR4/MAPK/NF-κB and Nrf2/PPAR-γ/SIRT1 signaling pathways.,"Ulcerative colitis (UC) is one of the most common subtypes of inflammatory bowel disease (IBD) that affects the colon and is characterized by severe intestinal inflammation. Canagliflozin is a widely used antihyperglycemic agent, a sodium-glucose cotransporter-2 (SGLT2) inhibitor that enhances urinary glucose excretion. This study aims to provide insights into the potential benefits of canagliflozin as a treatment for UC by addressing possible cellular signals. Acetic acid (AA; 4% v/v) was administered intrarectally to induce colitis. Canagliflozin is given orally at a dose of 10 mg/kg/day. Canagliflozin attenuates inflammation in AA-induced colitis, evidenced by significant and dose-dependently downregulation of p38 MAPK, NF-κB-p65, IKK, IRF3, and NADPH-oxidase as well as colonic levels of IL-6 and IL-1β and MPO enzymatic activity. Canagliflozin mitigates colonic oxidative stress by decreasing MDA content and restoring SOD enzymatic activities and GSH levels mediated by co-activating of Nrf2, PPARγ, and SIRT1 pathways. Moreover, an in-silico study confirmed that canagliflozin was specific to all target proteins in this study. Canagliflozin's binding affinity with its target proteins indicates and confirms its effectiveness in regulating these pathways. Also, network pharmacology analysis supported that canagliflozin potently attenuates UC via a multi-target and multi-pathway approach.",no,yes,no,animal,"effectiveness, safety, biomarker",,ulcerative colitis,3
2023-11-30,37902056,Investigational drugs inhibiting complement for the treatment of geographic atrophy.,"Geographic atrophy (GA) is a progressive form of age-related macular degeneration (AMD) that leads to severe visual impairment and central vision loss. Traditional treatment options for GA are limited, highlighting the need for new therapeutic approaches. In recent years, targeting the complement system has emerged as a promising strategy for the treatment of GA.This expert opinion article reviews the investigational drugs inhibiting the complement cascade for the treatment of GA. Specifically, it focuses on the recent FDA approved pegcetacoplan, a C3 complement inhibitor, and avacincaptad pegol, a C5 complement inhibitor, highlighting their potential efficacy and safety profiles based on clinical trial data.FDA approval of intravitreal pegcetacoplan and avacincaptad pegol marks significant progress in the landscape of GA treatment. However, variable results from trials underscore the complex nature of GA and the importance of patient selection. Complement inhibition holds promise, but ongoing research is vital to refine treatment strategies and offer improved outcomes for GA patients.",no,yes,no,other,"effectiveness, safety",,retinal disease,3
2023-11-30,37956941,Blockade of interleukin-6 trans-signaling prevents mitochondrial dysfunction and cellular senescence in retinal endothelial cells.,"Interleukin-6 (IL-6) is a multifaceted cytokine implicated in the pathogenesis of diabetic retinopathy (DR). Its activity extends through cis- and trans-signaling (TS) pathways, with cis-signaling limited to specific cell types possessing the membrane-bound IL-6 receptor, while trans-signaling broadly activates various cells without the membrane bound IL-6 receptor, including retinal endothelial cells. In this study, we determined the effects of interleukin-6 trans-signaling on mitochondrial dysfunction and cellular senescence in human retinal endothelial cells (HRECs). HRECs were cultured and treated with IL-6 + soluble IL-6R or Hyper IL-6 to activate trans-signaling, along with sgp130Fc for inhibition. RT-PCR was used to analyze gene expression changes associated with inflammation and senescence. Cellular senescence was assessed using SA β-gal staining. Mitochondrial function was evaluated using Seahorse XFe24 Bioanalyzer. IL-6 trans-signaling induced inflammatory gene expression as indicated by the upregulation of ICAM1, MCP1, and SERPINA3 levels. Additionally, it reduced mitochondrial respiration and oxidative phosphorylation, and these effects were counteracted by sgp130Fc. Moreover, IL-6 trans-signaling led to altered expression of apoptosis-associated genes, including downregulation of FIS1, BCL2, and MCL1, while promoting cellular senescence, a phenomenon mitigated by sgp130Fc. These results not only deepen our understanding of IL-6 in DR but also carry broader implications for age-related diseases and the aging process itself. This study underscores the potential therapeutic value of targeting IL-6 trans-signaling with sgp130Fc as a promising anti-inflammatory approach for DR and potentially other inflammatory conditions. Further in-vivo investigations are warranted to elucidate the function of IL-6 trans-signaling in aging-related pathologies and overall organismal health.",no,yes,no,in vitro,"effectiveness, biomarker",,retinopathy,3
